N,P,K,temperature,humidity,ph,rainfall,label
26,85,25,21.993588,50.423655,6.512861,119.108893,kidneybeans
20,24,33,30.537217,45.193249,5.010606,125.487242,mango
13,57,23,30.867083,67.664507,5.675121,62.199459,blackgram
29,13,53,19.380511,88.090401,6.612064,141.321524,pomegranate
84,60,36,21.819702,87.936831,6.811928,228.591295,rice
15,62,34,29.877907,84.985647,7.251995,77.107395,mungbean
4,120,198,21.99447,94.77912,5.820766,113.331409,apple
95,11,49,30.294355,91.082763,7.243626,47.61176,muskmelon
10,38,25,32.104685,85.428311,6.763777,175.662334,coconut
33,58,38,33.131254,61.949112,5.885418,103.488067,blackgram
34,56,35,21.991978,40.426381,6.638101,138.890055,kidneybeans
10,127,191,18.793783,98.020629,6.578397,135.70562,apple
56,73,49,25.122917,92.481929,6.499363,161.221999,papaya
101,27,56,33.64176,89.740435,6.824395,42.970247,watermelon
62,49,41,25.310718,75.474237,6.732825,176.129469,rice
28,69,39,32.355937,72.005948,6.347175,119.578454,blackgram
26,90,30,27.14006,55.618755,6.929829,105.947628,pigeonpeas
14,32,52,27.195675,98.376912,6.998936,145.83169,coconut
70,47,60,24.999095,73.66996,6.454016,149.169177,jute
25,10,55,29.230625,64.748981,6.455839,181.728936,mango
119,64,24,24.50022,56.01562,6.549702,70.356798,cotton
21,122,183,12.480496,91.837101,6.2715,126.823529,grapes
127,37,33,22.690932,58.343001,6.778842,78.738527,cotton
23,106,206,12.047984,89.904108,6.238471,125.046015,grapes
4,23,46,26.679844,85.932401,5.726404,193.599595,coconut
128,52,19,25.270604,68.949312,6.084681,70.794092,cotton
12,128,202,21.994391,97.4803,6.401925,147.871365,apple
65,50,49,29.591116,83.370037,7.406582,175.640395,jute
123,51,40,30.013225,67.376623,6.940003,107.944956,cotton
2,26,41,29.650236,87.281815,6.176752,125.872991,coconut
6,34,43,37.45617,97.958885,5.043863,133.84816,coconut
128,49,30,26.087817,55.881422,6.382107,62.539544,cotton
103,39,30,22.097808,70.853585,6.230264,65.266803,cotton
33,82,18,19.761796,64.93797,7.261408,61.70932,lentil
72,55,43,24.288137,89.994086,6.431249,203.961303,rice
19,14,41,31.885451,96.758244,6.538962,183.72423,coconut
14,31,51,25.139867,69.686104,5.311635,89.147067,mango
32,77,25,24.938705,44.702212,6.593653,108.03022,kidneybeans
105,37,51,33.789816,89.340063,6.619019,61.383425,watermelon
20,144,194,17.075033,84.377578,6.51938,64.158224,grapes
5,23,48,25.796426,87.226025,6.234385,192.181747,coconut
53,59,50,31.569947,96.520566,6.998599,147.362006,papaya
100,11,61,36.227537,87.328484,6.377558,45.055588,watermelon
22,31,45,27.425316,87.805745,6.777512,122.364928,pomegranate
99,63,52,37.007825,75.069328,5.954117,204.066652,jute
101,62,16,22.588625,69.996734,6.713004,114.351416,cotton
129,52,27,24.003587,77.831789,6.049324,119.982668,cotton
33,104,187,10.01341,83.621279,6.528856,128.412353,grapes
120,59,35,37.193813,57.100081,6.854163,71.966899,cotton
38,54,24,28.803142,49.49343,5.706755,73.544524,mothbeans
10,121,210,22.048284,92.643094,5.764276,137.978486,apple
8,130,195,20.084239,96.886605,6.866307,148.26377,apple
6,41,35,17.137815,70.141811,6.632667,206.993262,coffee
36,78,40,27.128763,55.255654,6.796009,137.896052,pigeonpeas
138,50,18,35.378692,79.659232,6.354175,96.078078,cotton
104,80,65,26.572388,80.603781,6.033044,127.719127,banana
11,128,204,10.512318,89.753106,6.302552,118.800155,grapes
15,38,54,23.410754,70.427094,6.824386,116.188191,coffee
27,90,90,22.892972,14.572232,7.025502,56.901201,chickpea
20,64,41,25.516308,73.726921,6.570227,201.259718,coffee
24,83,39,22.991079,44.108999,6.76615,122.437334,kidneybeans
4,135,193,21.403201,98.4742,6.775383,171.51006,apple
87,60,51,25.374716,85.500105,6.367093,233.561363,jute
40,73,29,32.04766,56.628098,5.631276,135.092306,pigeonpeas
18,15,39,31.335826,67.13089,5.357639,114.660859,mango
105,16,52,27.358219,89.270934,5.909485,78.987884,watermelon
15,60,33,26.586004,76.790156,6.034162,71.595885,blackgram
28,12,27,31.259597,45.753798,5.149207,150.603991,mango
9,39,45,31.434332,87.391238,7.416213,158.803572,coconut
17,34,39,26.368451,87.705974,7.278383,198.553916,pomegranate
12,35,36,30.169753,90.972731,7.789771,177.157544,coconut
39,67,21,25.441404,44.253081,5.652191,64.686033,pigeonpeas
33,134,196,9.832811,86.438987,6.715867,90.354321,grapes
14,28,48,26.730053,87.774545,5.994617,175.480764,coconut
69,59,37,27.489603,91.308028,6.52473,285.636771,rice
33,83,28,28.800504,64.489957,5.766723,72.801215,blackgram
97,59,54,23.296163,94.483884,6.664143,184.592152,rice
59,57,48,30.860186,90.358944,6.456398,227.139763,papaya
37,27,37,25.481772,61.263511,5.687806,163.004222,mango
25,27,50,28.928218,90.652358,6.210949,116.084165,pomegranate
35,76,24,24.263557,46.997608,5.790143,93.846866,kidneybeans
37,122,189,14.441368,92.565184,5.914964,64.286975,grapes
12,34,15,24.537775,87.335175,6.106634,108.460546,orange
3,129,210,19.694298,97.293654,6.979527,153.925588,apple
137,50,29,32.380442,71.089515,6.14979,98.119282,cotton
109,21,55,27.065513,98.631192,7.184516,33.726856,muskmelon
99,38,44,36.828186,84.045844,7.336912,165.237888,jute
32,31,58,31.203997,86.022924,6.158359,187.492889,pomegranate
93,37,30,22.230725,78.460477,6.09473,185.984269,rice
68,40,36,33.305305,74.855413,7.123078,165.983034,jute
26,103,194,13.467223,84.606912,5.735904,99.759494,grapes
92,32,46,33.211666,82.613621,6.665545,47.017597,watermelon
19,12,40,24.993857,54.68553,5.061348,116.853864,mango
11,137,207,9.870901,91.636723,5.571027,119.701308,grapes
100,50,28,25.171607,66.418758,6.15517,114.894148,cotton
17,38,50,22.157788,67.724342,6.834206,196.417549,coffee
21,59,30,28.030125,62.482608,6.558114,104.18055,blackgram
38,66,16,27.974741,56.099549,6.05964,72.667,pigeonpeas
82,33,60,32.956299,83.915637,6.488942,97.800311,watermelon
16,112,206,14.95049,81.812004,6.50087,96.871636,grapes
90,17,52,36.356939,94.398387,7.045694,28.337138,muskmelon
15,36,52,23.990851,87.846037,8.035691,155.981903,coconut
39,130,190,9.674325,82.640757,5.85777,129.243627,grapes
33,78,20,30.023309,71.515049,5.60289,88.824458,blackgram
132,61,30,34.307108,78.393516,7.901178,75.956454,cotton
118,64,33,26.839563,63.300929,7.039555,92.305286,cotton
35,20,50,30.956419,52.173073,5.003669,83.716463,mango
38,102,200,14.113226,88.205641,5.599028,123.820258,grapes
16,133,180,16.525545,87.536632,6.570878,63.97308,grapes
107,55,28,29.937447,72.250069,7.731932,102.389073,cotton
114,13,45,29.532844,93.231038,6.219943,72.869067,watermelon
29,79,38,28.405533,45.495112,5.821364,121.683489,pigeonpeas
122,36,39,34.793222,65.670075,6.016361,116.336101,cotton
116,22,63,37.92962,93.198003,7.227786,26.009791,muskmelon
82,38,47,28.923652,78.600385,6.625803,183.498014,jute
0,123,196,18.71496,94.514701,5.556866,195.866869,apple
121,50,27,22.073973,67.450099,6.792095,89.63168,cotton
38,76,30,31.532468,58.899148,5.594364,81.272632,pigeonpeas
115,35,61,34.075683,90.351357,6.847109,59.256897,muskmelon
2,64,42,21.474245,72.77116,6.059511,174.253538,coffee
26,132,197,9.414546,92.412223,6.36767,101.292081,grapes
17,125,204,18.214866,91.153288,6.816638,157.729543,apple
84,61,37,25.211249,72.925319,7.459079,206.025542,jute
16,87,34,24.631668,60.076015,6.856834,106.592711,kidneybeans
43,68,58,30.274631,94.739237,6.949101,178.737173,papaya
19,22,14,14.761332,93.795633,7.4466,174.369239,orange
27,57,18,24.078609,56.454211,6.636023,107.257771,kidneybeans
111,48,40,22.749796,68.790513,7.374246,92.917125,maize
98,20,63,36.724661,96.82634,6.241642,57.680925,muskmelon
112,37,61,32.642125,92.487577,6.163706,27.79325,muskmelon
13,17,18,21.517938,90.83098,6.739508,124.085566,orange
87,43,38,25.149709,75.83645,7.261458,242.175027,jute
26,84,30,21.287502,73.23011,7.044551,72.079701,lentil
40,70,21,22.893972,44.29814,5.68118,84.974883,pigeonpeas
33,115,194,10.201701,86.828949,5.57662,79.221396,grapes
12,133,198,18.937465,97.828473,6.329652,169.710553,apple
27,30,58,26.641253,94.069505,7.462759,136.914581,pomegranate
38,76,79,19.012761,40.91356,6.725454,82.183932,chickpea
15,132,206,9.547165,87.425038,6.478867,104.453673,grapes
29,64,19,27.254647,82.591212,7.138538,51.402034,mungbean
82,14,60,33.847888,98.652123,6.133509,40.994196,muskmelon
26,115,195,10.550259,90.657618,6.420082,114.871408,grapes
16,53,27,27.157799,66.871295,6.371736,131.12519,coffee
2,141,207,22.117174,97.954702,5.942839,112.540911,apple
107,36,56,37.406877,96.647059,6.343556,46.949971,muskmelon
110,41,41,27.768639,87.733674,6.26738,244.058583,rice
92,39,46,22.60684,87.88233,5.633804,233.981417,rice
85,73,53,29.915689,85.104555,5.773019,197.295839,banana
24,122,203,14.246298,85.908376,5.576503,83.002982,grapes
88,17,54,34.287015,88.120238,6.488385,41.098945,watermelon
99,60,44,20.195086,83.462674,6.336381,160.443615,rice
13,86,21,32.533516,61.827141,6.518204,114.494855,blackgram
20,110,192,8.564601,85.907697,5.876024,80.511737,grapes
28,36,52,29.643882,45.885495,5.182723,200.911936,mango
101,39,45,28.441055,91.125663,6.052901,88.246531,watermelon
36,58,28,29.068606,81.610302,6.436473,59.603375,mungbean
96,70,56,32.490518,86.90041,6.731603,219.490847,banana
11,106,204,14.562635,93.662918,5.940089,101.487574,grapes
10,107,186,13.356145,86.259926,6.223063,115.602187,grapes
33,48,27,30.934505,93.778812,6.502417,48.938876,mungbean
16,53,34,27.600214,54.398735,5.410871,47.003323,mothbeans
7,131,204,23.495296,96.560074,5.621858,176.548923,apple
10,71,76,20.108244,22.395596,6.061047,98.226318,chickpea
13,142,195,22.40803,93.75725,6.558466,123.916803,apple
21,86,30,25.767899,55.290188,6.277684,134.9284,pigeonpeas
37,60,17,28.61647,80.589502,6.198085,86.700775,mungbean
18,109,196,10.945076,94.104284,6.371052,129.430059,grapes
14,11,51,32.896415,87.231983,6.892963,153.877132,pomegranate
6,142,208,22.598287,91.613924,6.719058,188.486903,apple
13,68,28,28.066515,46.08174,5.545826,130.384246,pigeonpeas
51,65,54,35.66142,90.52457,7.011879,207.088492,papaya
113,16,59,28.414619,81.915933,5.974803,63.148071,watermelon
14,58,38,26.578792,75.467462,6.3843,93.067041,blackgram
60,62,51,27.649833,76.261783,5.999966,249.905464,jute
100,12,46,34.373779,80.903626,6.406985,95.129575,watermelon
108,39,63,37.367349,94.256579,7.237026,43.608467,muskmelon
14,58,17,29.891812,67.205232,5.794891,87.76343,blackgram
18,115,196,13.403378,91.602132,6.801144,92.364054,grapes
118,50,34,23.861086,88.693216,6.947208,251.987813,rice
27,25,48,33.615201,68.143224,6.021815,133.979709,mango
110,22,53,32.218898,83.135378,6.298261,69.3914,watermelon
6,21,29,26.538931,88.468217,5.058879,183.534333,coconut
116,59,34,27.242632,85.770987,6.95569,185.438288,rice
24,59,23,25.311236,55.751162,5.465731,132.167097,pigeonpeas
27,110,198,17.167933,89.200843,5.942003,122.557046,grapes
25,77,26,31.254006,69.637079,5.836619,91.231224,blackgram
16,124,203,22.269279,90.654044,5.895653,155.383562,apple
26,89,30,24.057835,78.203,6.815604,53.984391,lentil
108,17,45,33.20731,94.946722,6.910035,58.859919,muskmelon
36,80,30,19.241467,58.886303,6.278492,125.649038,kidneybeans
13,22,31,27.437309,85.873195,6.123182,173.194337,coconut
11,100,187,8.106071,87.490348,6.129908,116.067857,grapes
111,24,57,28.644065,93.202844,5.991673,48.98805,muskmelon
119,61,32,25.751089,60.624111,6.216088,90.759502,cotton
24,80,24,27.162493,66.10974,6.864234,99.733537,blackgram
54,57,47,25.626821,96.606417,7.196005,214.808755,papaya
23,119,189,12.788184,84.221489,6.274099,108.443859,grapes
40,132,193,13.738073,93.081,6.181284,118.846745,grapes
5,36,50,37.153892,93.09745,5.234838,187.767129,coconut
18,132,188,14.03348,93.072747,6.402177,126.478205,grapes
110,36,27,25.101655,76.124659,6.452442,108.361449,cotton
39,125,208,13.017259,84.701345,5.56719,109.619188,grapes
12,58,36,30.403991,77.28119,6.883449,105.854677,blackgram
100,10,65,33.674964,93.080459,6.601109,28.449432,muskmelon
36,77,24,29.165317,63.40354,6.212084,114.680678,blackgram
65,41,40,26.653493,79.010865,6.252875,165.694909,rice
99,52,57,26.601959,89.802761,7.821067,218.722086,jute
115,23,55,34.983525,92.323763,7.393427,33.934876,muskmelon
14,54,34,35.942364,42.720126,4.168599,79.642046,mothbeans
7,15,34,32.142522,89.079656,5.884858,150.217152,coconut
25,109,188,16.290584,80.23852,5.53949,68.065309,grapes
63,39,41,33.141018,80.740692,7.485265,233.267687,jute
37,29,49,27.56245,94.728178,7.235887,156.294809,pomegranate
26,22,55,21.329362,92.414952,5.906436,100.637127,pomegranate
108,57,35,21.179157,89.294317,6.368423,182.110205,rice
30,68,37,18.929663,49.639193,5.975249,104.519353,kidneybeans
11,68,31,30.255046,63.156171,5.985197,116.427927,blackgram
39,126,193,10.545812,88.612961,6.772027,119.26717,grapes
5,46,29,23.055112,73.326644,6.308706,115.440646,coffee
55,61,55,33.188976,91.470408,7.343922,227.16812,papaya
31,123,199,11.22391,82.675844,5.998656,75.258061,grapes
18,15,52,26.975519,88.5977,6.490548,200.565443,coconut
12,127,195,19.934524,92.353034,6.318417,184.926387,apple
14,17,40,29.725856,85.651729,6.056265,103.608213,pomegranate
118,39,24,28.985067,73.555636,6.408296,104.392899,cotton
20,67,25,23.700242,78.77121,7.918765,74.078604,lentil
99,15,58,31.004548,92.880299,6.777924,37.430768,muskmelon
93,22,63,28.125099,96.007622,6.047962,43.661086,muskmelon
3,126,193,22.040712,94.392976,5.911225,153.019041,apple
24,59,25,28.837422,59.612353,6.958294,88.840853,pigeonpeas
30,12,36,37.227246,47.212956,5.576413,150.013494,mango
86,39,48,35.317093,85.211573,6.42044,162.096573,jute
36,68,21,27.084724,68.367861,5.754141,73.27314,blackgram
125,61,15,30.328637,66.521682,7.962086,98.251557,cotton
95,32,55,28.082346,87.969755,6.421931,49.497647,watermelon
17,130,181,14.58613,80.325316,6.247024,73.867687,grapes
33,136,188,15.797304,85.747549,5.566527,77.53858,grapes
119,11,62,30.35634,93.429331,6.277796,41.405246,muskmelon
86,64,53,26.276788,80.073995,7.319323,197.825824,jute
18,63,52,20.473161,62.789738,6.869998,209.526909,coffee
15,21,50,35.846345,86.385175,5.885443,147.077503,coconut
12,32,52,27.431975,86.043786,6.452696,184.055475,pomegranate
43,68,54,27.600168,90.907752,6.720389,222.653944,papaya
23,62,34,23.347051,48.01011,5.638464,131.348607,pigeonpeas
19,107,195,14.112157,80.313202,6.08963,78.530339,grapes
45,72,44,32.158757,97.308304,7.29242,138.673853,papaya
6,28,32,25.002838,97.024444,6.100611,131.364036,coconut
14,42,39,35.85214,46.807413,5.262543,60.399421,mothbeans
136,44,36,32.210176,62.442853,7.797883,96.69602,cotton
22,86,93,24.913251,15.321738,6.88166,87.403634,chickpea
12,143,210,14.111958,89.38881,6.122257,126.413132,grapes
136,61,30,22.846522,80.121235,5.973363,92.203407,cotton
18,31,46,30.061793,90.318654,5.126219,132.841091,coconut
138,60,37,27.138064,69.126084,7.338763,88.491986,cotton
39,140,203,17.171828,88.233995,5.581668,66.023009,grapes
19,46,28,24.236055,72.956551,6.283865,189.15046,coffee
17,55,28,23.458818,62.496301,7.012308,42.351364,lentil
91,55,38,36.830961,74.3392,7.979539,238.459359,jute
25,54,16,29.466927,86.671521,7.286865,87.554332,mungbean
48,57,49,29.774327,97.022081,6.726496,146.981014,papaya
32,77,24,32.776373,64.701223,6.170855,76.099425,blackgram
17,39,58,20.933901,94.707711,7.077218,195.945513,pomegranate
15,36,50,25.720445,86.284321,7.487635,122.397563,pomegranate
68,43,55,20.830632,78.795582,6.398001,199.887215,rice
10,104,198,16.254185,81.530134,6.689368,123.4839,grapes
27,37,26,33.597843,92.640153,7.401348,96.847047,mungbean
32,21,42,29.534085,87.660673,5.758384,119.796087,pomegranate
32,140,193,10.981064,84.809153,5.666981,75.536473,grapes
25,63,38,27.068874,62.586624,6.310233,107.593799,pigeonpeas
11,136,181,17.739804,92.752461,6.993764,120.937899,grapes
11,69,37,23.112923,60.855567,6.759986,66.456296,pigeonpeas
17,38,43,35.78912,58.208566,4.901217,189.905826,mango
22,10,29,34.659251,49.70134,6.267854,120.411537,mango
19,23,57,23.490626,84.975109,6.626463,176.229828,pomegranate
14,132,192,17.873363,95.093273,6.815955,77.064311,grapes
10,141,196,18.497511,95.362647,5.612063,117.890068,apple
89,29,61,37.593489,82.299837,6.809662,48.740367,watermelon
16,90,20,29.195649,61.357284,6.553378,100.386595,blackgram
98,86,42,30.644848,83.369443,6.306037,164.284818,banana
118,25,46,35.837786,90.4625,6.415735,48.32534,muskmelon
93,33,61,27.754147,97.92537,6.237315,52.041608,muskmelon
99,30,50,35.173093,86.137452,6.767405,83.673573,watermelon
11,64,28,31.291783,54.243839,4.647132,63.396176,mothbeans
37,125,181,11.852163,86.001688,5.735823,84.688454,grapes
27,56,15,29.051055,56.723544,6.18263,84.472089,pigeonpeas
40,72,16,34.87439,76.106162,6.144694,93.737739,blackgram
90,31,60,32.251797,98.773854,6.008586,24.577186,muskmelon
14,74,23,23.800807,51.171258,6.912972,70.9447,pigeonpeas
93,39,44,26.382032,86.53604,5.736471,274.465186,rice
23,140,192,10.152045,92.443795,5.91204,89.543437,grapes
40,54,19,28.808918,90.597197,6.306333,58.131838,mungbean
90,67,61,28.19504,84.633492,6.184745,106.628478,banana
2,21,34,27.577338,87.663999,7.890393,172.997975,coconut
16,20,44,32.954265,97.655027,5.610463,196.724212,coconut
19,76,31,31.510805,47.620086,6.03544,81.093391,pigeonpeas
28,71,37,21.320979,49.873335,6.164927,111.088363,kidneybeans
129,60,17,32.418041,67.266902,6.817499,89.46484,cotton
108,44,20,24.557983,58.453587,7.362111,96.457654,cotton
26,16,53,30.5158,63.071416,4.776315,145.184638,mango
100,64,15,26.976395,69.501232,6.579688,98.598524,cotton
27,73,31,29.612972,41.657677,6.306497,124.389229,pigeonpeas
13,123,193,21.202624,91.549945,5.514926,144.408672,apple
6,12,52,25.512774,94.125955,5.348982,136.81441,coconut
14,14,38,31.396651,87.652451,5.176487,176.40786,coconut
97,37,35,26.652417,87.078981,6.374386,189.489495,rice
133,41,33,36.279174,55.666328,6.143485,79.704999,cotton
34,30,50,22.553505,92.283577,6.377765,176.722551,pomegranate
19,114,203,10.177091,88.137061,6.697191,91.776906,grapes
35,125,206,14.404443,92.346625,6.880247,67.728384,grapes
19,24,34,26.706331,95.709931,7.641041,123.057596,coconut
26,35,37,23.119845,91.854907,5.59875,187.704259,pomegranate
100,32,54,36.99006,91.321299,6.205208,47.819324,muskmelon
12,52,40,33.246938,81.097299,5.935391,52.847363,mungbean
97,25,56,35.422347,90.051111,6.933238,40.309364,muskmelon
90,66,45,31.716058,89.579829,5.624241,101.853329,banana
106,58,39,35.64448,59.395478,6.300651,103.06113,cotton
7,34,29,33.917418,85.133327,6.296256,108.048922,coconut
25,114,190,15.232244,84.895039,6.506565,107.278271,grapes
16,141,206,22.666653,89.750201,6.227537,117.203323,apple
33,130,192,15.550986,80.457503,6.102191,124.345593,grapes
119,45,17,32.882348,70.524177,7.825479,71.865119,cotton
8,132,192,18.915159,91.81385,5.839936,111.736879,apple
35,59,18,29.433573,74.707443,6.155615,69.482797,blackgram
13,104,203,8.058636,86.580296,6.85563,96.641524,grapes
13,68,63,19.695635,36.76618,7.042795,94.231444,chickpea
36,52,29,29.968573,55.85556,3.900547,46.79856,mothbeans
88,45,62,34.463324,78.274485,6.170218,181.302752,jute
10,118,205,9.199718,89.179275,6.725645,67.671091,grapes
17,105,195,17.00056,95.070718,6.101921,115.886767,grapes
112,60,22,32.058169,74.492457,6.790662,112.888686,cotton
97,17,46,25.552014,98.655266,6.896635,52.58656,muskmelon
5,12,35,26.919097,88.84053,6.079431,113.918667,coconut
120,16,61,27.009487,92.098534,6.031719,45.751674,watermelon
114,52,21,27.6406,73.915532,7.633406,93.190632,cotton
18,25,36,26.410446,93.253537,5.624842,191.373068,pomegranate
35,22,26,34.064237,61.861284,6.760863,195.497077,mango
10,144,201,20.62887,95.599373,6.836842,156.381429,apple
10,70,18,23.711946,42.142278,5.692487,125.313669,pigeonpeas
36,36,27,32.266506,84.532144,6.977346,45.018004,mungbean
94,20,51,25.908365,92.185608,6.37829,49.590032,muskmelon
11,17,40,35.619085,98.093872,8.011509,153.590211,coconut
17,59,18,33.251645,85.555772,7.354089,55.573919,mungbean
107,64,32,26.050014,60.773406,6.051292,93.052885,cotton
3,36,47,30.211585,97.744834,5.603547,117.10647,coconut
16,37,36,26.296966,94.79855,7.265887,164.979306,pomegranate
105,59,32,29.872939,59.827025,7.443591,80.695302,cotton
17,61,27,23.842613,54.496811,6.142659,115.774285,kidneybeans
16,44,37,27.800059,93.635711,6.676013,62.484383,mungbean
34,104,208,16.027849,87.651488,6.371568,81.620299,grapes
109,64,35,34.376967,55.435932,7.593814,99.284657,cotton
95,61,63,35.218809,76.551117,6.676521,227.646589,jute
23,47,20,31.58057,84.781951,6.031853,78.151342,mungbean
54,59,57,37.354905,93.939598,6.590723,121.715195,papaya
98,30,45,25.258349,85.227016,6.396701,265.098681,rice
84,11,59,35.795809,97.890505,7.197807,40.735162,muskmelon
19,25,50,35.553813,67.896613,6.526132,101.988387,mango
19,34,29,32.54784,93.171071,6.198377,186.739769,coconut
29,61,32,34.368981,73.579391,5.841866,94.128288,blackgram
87,13,61,34.019091,92.125823,7.384467,38.139632,muskmelon
5,31,47,27.420067,92.685048,6.803517,104.59172,coconut
20,53,26,34.981251,41.773034,3.541834,56.724004,mothbeans
82,23,50,30.653778,89.306633,6.310833,95.813491,watermelon
61,54,32,18.091711,59.496797,7.371867,64.46816,maize
111,58,50,27.616468,81.287191,6.107904,256.497898,rice
12,35,44,35.87966,93.522456,6.507317,153.811346,pomegranate
88,35,50,28.48789,96.689958,6.063821,36.446746,muskmelon
92,34,49,22.59611,81.96924,6.485692,286.19412,rice
31,133,181,12.453638,80.823384,6.290335,112.216658,grapes
21,62,62,24.861557,22.296911,6.399969,78.408477,chickpea
24,141,183,15.636253,80.943481,6.486358,80.038188,grapes
134,45,20,35.113515,59.356915,6.113059,95.389981,cotton
13,71,20,18.567053,65.060745,7.086077,72.930332,lentil
14,56,35,32.921248,66.922021,5.592872,101.495071,blackgram
28,142,207,9.005893,85.325482,5.965117,108.018391,grapes
36,20,37,31.036028,63.091025,4.899242,190.93892,mango
7,129,210,23.559329,97.305986,6.593238,125.770202,apple
93,39,49,34.639716,70.567199,7.00616,208.748409,jute
25,60,23,34.70668,61.83133,6.556932,66.210249,blackgram
18,39,25,28.636242,46.155945,5.639678,184.110635,mango
33,22,32,32.663521,56.210662,4.907281,175.00821,mango
101,39,64,30.010104,90.654232,7.462591,40.725347,muskmelon
119,27,55,28.840007,90.956619,7.037943,34.671344,muskmelon
38,121,181,11.549477,88.483019,6.137817,81.143972,grapes
26,120,201,10.272007,86.848638,5.732032,85.809051,grapes
16,22,53,29.587936,48.549435,6.639813,129.791152,mango
69,55,51,29.204944,86.360106,6.221777,250.515937,jute
23,88,18,25.051453,59.843944,6.853847,136.884994,kidneybeans
34,83,33,30.837359,44.511074,5.794748,92.731359,pigeonpeas
40,70,38,32.804233,77.469734,6.52202,61.768428,blackgram
24,22,42,36.64542,85.251146,5.694949,155.029432,pomegranate
11,113,194,17.63597,93.712661,6.194491,96.957958,grapes
97,51,39,32.328832,77.856473,7.201334,164.077829,jute
35,68,30,18.156781,44.545293,6.904161,111.148209,kidneybeans
80,53,42,23.369139,80.504124,5.957771,232.52454,rice
35,11,42,30.533277,51.471261,6.676484,130.342757,mango
37,13,41,26.643527,56.338321,5.962814,189.385654,mango
86,59,62,37.014854,89.694643,7.34365,192.651606,jute
126,41,40,27.401897,68.451014,7.709338,82.41222,cotton
22,23,41,28.533494,57.273781,6.13927,126.16271,mango
7,141,200,20.126336,92.41378,6.804445,143.116993,apple
31,30,63,24.134859,86.804212,5.893669,134.832349,pomegranate
33,39,35,25.609545,68.362822,6.802809,92.515482,mango
15,114,203,11.027716,85.956768,5.818746,124.408965,grapes
86,30,63,32.190857,83.231618,5.927931,82.074333,watermelon
25,19,52,37.204903,54.352317,6.238902,101.512204,mango
94,15,53,33.467267,97.415874,6.336724,38.089885,muskmelon
93,50,31,24.289411,84.354227,6.442871,257.042904,rice
11,24,15,21.116636,85.194949,7.209088,168.224512,orange
89,57,30,19.395466,68.713828,6.887797,76.17545,maize
37,25,37,29.238712,93.628591,6.857918,137.714822,pomegranate
95,14,56,25.748256,98.756788,6.567587,49.520584,muskmelon
120,16,47,26.142819,90.648149,5.925933,54.294816,watermelon
19,37,44,25.980679,88.960593,7.869595,156.764776,coconut
25,87,37,31.858409,62.853811,6.569852,123.265595,pigeonpeas
15,122,198,21.922794,94.933011,6.542993,169.907132,apple
7,11,41,28.480415,92.630001,5.53819,127.742389,coconut
12,140,200,9.525465,88.968637,6.378576,126.005222,grapes
29,35,50,30.111669,47.396279,4.977388,140.944301,mango
91,39,57,24.085583,85.516033,6.723115,208.636263,jute
124,63,25,25.465819,56.753689,7.170685,80.082289,cotton
1,129,209,20.059374,94.283212,6.293177,120.415803,apple
93,31,48,26.862952,90.245588,6.19494,99.179953,watermelon
19,48,46,22.123729,71.79905,6.533858,126.020838,coffee
28,81,25,26.409431,74.459748,6.462882,85.987618,blackgram
36,84,23,27.331314,64.389107,6.628443,84.742658,blackgram
87,51,40,25.741458,85.967519,5.811785,287.888207,rice
74,59,40,31.506065,79.048561,7.627484,203.441805,jute
16,66,68,24.734161,43.663922,7.0302,43.48752,chickpea
15,136,208,23.377482,95.198662,6.538663,109.413444,apple
112,59,46,24.744727,90.306476,7.061711,248.004884,rice
100,27,64,25.381993,89.661332,6.223829,95.562379,watermelon
6,37,34,26.447243,87.638106,6.173861,103.915091,coconut
10,131,190,21.402531,95.071602,6.904796,101.337627,apple
8,10,51,28.842994,94.078033,6.873556,144.144937,coconut
40,30,63,22.515245,86.564085,6.047235,133.744873,pomegranate
34,143,206,16.407531,90.194654,6.680615,125.440095,grapes
19,56,18,33.138157,93.442401,6.127195,82.603077,mungbean
36,129,193,11.08186,79.98759,6.947126,99.879172,grapes
106,21,48,25.787857,93.00069,6.307122,42.38311,muskmelon
16,87,33,24.251862,55.693974,6.2411,112.24195,kidneybeans
81,19,57,28.155626,93.776346,6.598715,42.236372,watermelon
28,38,61,33.121384,87.248168,5.605216,144.360614,pomegranate
10,78,64,22.554134,36.159776,6.498055,52.2168,chickpea
110,33,51,37.589803,98.790508,6.198893,37.178006,muskmelon
17,20,51,30.465154,93.469386,6.011378,102.492304,coconut
40,28,46,35.298139,93.495935,6.822978,173.893776,pomegranate
37,17,46,31.689459,86.140485,5.658856,110.52984,pomegranate
26,11,47,26.699655,90.153815,6.989933,114.186953,pomegranate
60,64,50,32.688967,83.501174,7.258702,246.475251,jute
39,59,38,22.457436,45.427709,6.308384,83.500645,pigeonpeas
29,22,45,35.529548,50.396519,6.454094,140.658396,mango
19,144,194,20.613291,98.828413,6.015338,119.799708,apple
24,58,29,26.239952,93.209057,6.499179,94.621094,mungbean
11,26,31,27.401662,61.833122,6.737611,103.280028,mango
117,51,45,25.538787,87.135614,5.626467,249.982654,rice
10,118,192,17.122903,83.164378,6.127546,96.231668,grapes
17,127,192,11.085293,85.40509,6.479301,128.469596,grapes
24,108,195,13.745667,84.889012,6.044849,117.743633,grapes
